Name,Nummer
"Basel, Heiliggeistkirche",8500147
Pontenet,8500135
"Basel, Tellplatz",8500161
"Basel, IWB",8500160
Basel SBB RB Gr G,8500154
"Wohlen AG, Freiämterhof",8580341
"Wohlen AG, Brünismatt",8580308
"St. Peterzell, Bächlistrasse",8574196
"Altbüron, Feld",8572779
Nidelbad Südost (Sptr),8511019
"Wittenbach, Bächi",8506056
"Uerkheim, Kirche",8502769
"Courtion, Oleyres bif.",8577822
"Zürich, Bircher-Benner",8591087
"Genève, Hôtel-de-Ville",8592838
Chapelle (Glâne),8577667
"Wald ZH, Nordeck",8594491
"Kleinlützel, Ziegelscheune",8572151
Pieterlen,8500200
Combe-Tabeillon,8500199
Solothurn West,8500206
"Pregassona, Piazza di Giro",8591804
"Adelboden, Wegscheide",8592317
"Tramelan, Dessous",8592364
"Fribourg, Jardin botanique",8592373
"Fribourg, Guisan",8592376
"Fribourg, Cité-Levant",8592371
"Fribourg/Freiburg, Place de la Gare",8592374
"Fribourg, Champ-Fleuri",8592370
La Vuarpillière,8501053
"Hergiswil NW, Wylpark",8506247
"Lichtensteig, Hintergurtberg",8506617
"Rorbas, Aubrücke",8506890
"Triesenberg, Täscherloch",8574420
"Wildhaus, Dusi",8574029
"Libingen, Lindenboden",8573994
"Lichtensteig, Bahnhof",8574002
"Wattwil, Post",8574010
"Nesslau-Neu St.Johann, Bahnhof",8574018
"Wattwil, ev. Kirche",8574011
"Heiterswil, Weier",8574015
"Mühlrüti, Mühle",8573989
"Nesslau, Dicken",8574019
"Lichtensteig, Rest. Bahnhöfli",8574003
"Adelboden, Schermtanne",8592314
"Mervelier, Rue des Prés",8578923
"Capolago, Stazione",8578875
"Röthenbach b. H., Schützenhaus",8576906
"Münchenbuchsee, Schönegg",8576972
"Wohlen AG, Haldenschulen",8580346
"Mex VD, village",8588853
"Crissier, Chicorée",8510421
"Niederwil SG, Büelen",8590328
"Basel, Otterbach Grenze",8592324
"Villars-sur-Glâne, Hôpital cantonal",8592377
"Fribourg, Eglise-St-Jean",8592372
"Kandersteg, Gemeindehaus",8592320
"Basel, Badischer Bahnhof",8592321
"Fribourg, Champ-des-Fontaines",8592369
"Kandersteg, Erika",8592319
"Le Mont-sur-Lausanne, Martines",8592143
"Saignelégier, La Theurre",8500700
"Meggen, Huob",8577195
"Remigen, Abzw. Ueberthal",8500568
"Unterseen, Fussweg Spital",8576889
"Luzern, Löwenplatz",8577149
"Ottoberg, Weinberg",8506561
"Lüdem, Bahnhof",8510247
Grütschalp,8507378
"Malters, Ennigen",8507343
"Chavannes-près-Renens, Cèdres",8507227
"Basel, Bernerring",8589295
"Ecoteaux, Platta-Pierraz",8570441
"Langnau bei Reiden, Oberdorf",8572733
"Speicher, Almenweg",8574073
Alle Cargo Centre-Ajoie,8516828
"Thusis, Spital",8507229
"Lausanne, Virgile-Rossel",8592136
"Pully, Montillier",8592188
"Le Mont-sur-Lausanne, Fougères",8592142
"Lutry, Rive",8592160
"Heiden, Lindenplatz",8574076
"Bendern, Pinocchio",8574365
"Mauren FL, Freiendorf",8574349
"Schaan, Laurentiusbad",8574388
"Piandera, Molini",8575456
"Oberschan, alte Post",8574336
"Gommiswald, Breiten",8574443
"Triesenberg, Steinort",8574423
"Tuggen, Rüschenzopf",8574435
"Bülach, Hohfuri",8580626
"Obersaxen, St. Josef",8575001
"Paudex, Verrière",8592168
"Lausanne, Villard",8592134
"Lutry, Corniche",8592155
"Lausanne, Cascades",8592137
"Prilly, Perréaz",8592192
"Pully, Reymondin",8592195
"Lutry, avenue William",8592145
"Lausanne, Vulliemin",8592138
"Lausanne, Vinet",8592135
"Sargans, Post",8574413
"Schaan, Zentrum/LKW",8574387
"Prilly, centre",8592173
"Pully, Pierraz-Portay",8592193
"Lutry, Ponfilet",8592159
"Kandersteg, Simplon",8589518
"Bolken, Dorf",8500477
"Kottwil, Dorf",8577322
Bogis-Bossey,8579316
"Trübbach, Dorf",8574410
"Balzers, Höfle",8574404
"Triesen, Matschils",8574419
"Balzers, Brückle",8574406
Malbun (Vaduzer Täli Talst.),8500474
"Basel, Wiesenplatz",8500254
"Münchenstein, Freilager",8500235
Montreux MOB,8501352
Furggstalden (Saas-Almagell),8530232
"Renens VD, Follieu",8592212
"Renens VD, Censuy",8592209
"Pully, Vignes",8592199
"Renens VD, Baumettes",8592203
"Renens VD, Borjod",8592205
"Pully, Perraudettaz",8592190
"Prilly, Huttins",8592181
"Pully, Bourdonnière",8592170
"Wohlen AG, Ringstrasse",8580334
"Brugg AG, Unterführung SBB",8580321
"Schaan, Duxgass",8574360
"Triesen, Maschlina",8574396
"St. Gallen, St.Leonhard",8574223
"Pully, Moulins",8592189
"Renens VD, Industrie",8592214
"St. Gallen, Bruggwiesen",8589567
"Pully, Roses",8592196
"Pully, Tour Haldimand",8592197
"Pully, Margerol",8592185
"Renens VD, Avenir",8592202
"Prilly, Grand Vigne",8592180
"Savigny, St-Amour",8592234
"Lonay, Levant",8592253
"Buochs, Ausserdorf",8572943
"Rehetobel, Säntis",8574450
"Herisau, Bruggeregg",8574208
"Rehetobel, Robach",8574459
"St. Gallen, Sömmerli",8574225
"Eggersriet, Ebne Eggersriet",8574454
"Uetliburg SG, Berg-Sion-Str.",8574444
"Stein AR, Schachen",8574213
"St. Gallen, Favrestrasse",8574462
"Grub AR, Halten",8574448
"Arbon, Bergli",8574247
"Neuchâtel, quai P. Suchard",8510635
"Tramelan, garage CJ",8500729
"Erde, centre",8501761
Schwaderloch,8500325
"Denges, village",8592242
Plattatschas,8574855
"Schaffhausen, Dürstlingweg",8592529
"Schaffhausen, Cilag",8592524
"Savigny, Crêt-Rouge",8592230
Essert-sous-Champvent,8504293
"Antagnes, Le Boët",8504439
"Aedermannsdorf, Güggel",8557114
"Couvet, gare",8570273
"Vaduz, Spital",8574392
"Remetschwil, Garage",8580310
"Anglikon, Bursthalde",8580350
"Zofingen, Untere Brühlstrasse",8580333
"Le Locle, Hôtel-de-Ville",8580339
"Davos Glaris, ARA",8574834
"Davos Glaris, Ortolfi",8574836
"Oeschenbach, Wyssacker",8575118
"Obersaxen, Tschappina",8575004
"Schluein, Caglia Liunga",8575010
"Vattiz, vitg",8574984
"Schwarzenbach, Oberstettenstr.",8507196
"Scuol, Porta",8582927
"Hünibach, Chartreuse",8507172
"Gunten, Dorf",8507176
"Illnau, Kirche",8575923
"Bözberg, Vierlinden",8500580
"Bernina Diavolezza, Bahnhof",8574980
"Luven, Tegia Alva",8575007
"Pontresina, Palü",8574978
"Küblis, Bahnhof",8575081
"Pragg, Unterjarella",8575078
"Disentis/Mustér, Sogn Placi",8575103
"Neggio, Bivio per Neggio",8575397
"Conters im Prättigau, Malutt",8575091
"Rueun, Grava",8575093
Basel Schifflände,8500872
"Lajoux JU, Les Vacheries",8500883
"Lajoux JU, Cras-des-Mottes",8500881
"Le Bémont JU, Grand-Creux",8500874
"Saulcy, bif. La Racine",8500880
St-Triphon,8501401
"Schupfart, Dorf",8500586
"Fleurier, Hôtel de ville",8506934
"Schaffhausen, Birch",8592515
"Stein am Rhein, Grenzstein",8592237
Leuzigen,8500224
Winteregg (Talst. Maulerhubel),8500271
Crémines,8500267
"Mels, Steigs",8574823
Parsennfurgga,8500290
"Sierre, Muraz Riondaz",8594623
"Koppigen, Schwimmbad",8581763
"Schaffhausen, Busdepot",8592523
"Ollon VD, bif. rte d'Antagnes",8579132
"Waldenburg, Bürgerschopf",8579178
"Veyras, Pontet",8579456
Dallenwil (Wirzwelibahn),8508552
"Schaffhausen, Dachsenbüel",8592526
"Hausen a.A., Tüfenbach",8502764
"Damphreux, Sous la Côte",8500677
Effingen,8500307
Bellevue GE Port Gitana,8530619
"Arvigo, Filovia",8580098
"Dalpe, Cornone",8580135
"Mendrisio, Centro Studi 1",8580114
"Faido, Pesa comunale",8580132
"Klus, Maiacker",8580195
"Melchtal, Plätzli",8580102
"Missy, village",8504973
"Pany, Riedwies",8508013
"Lunden, Dorf",8509976
"Pontenet, gare",8589219
"Schaffhausen, Talberg",8589223
"Steg VS, Zanellahaus",8571130
"Milken, Steinern",8571677
"Emmenbrücke, Geisselermoos",8573036
"Cimo, Canavée",8507236
"Bioggio, Scuole",8507232
"Lenk, Fure",8507246
Beatenberg,8507192
Niederhorn,8507195
Brugg AG VL,8500340
Felsenau AG,8500328
"Neuhausen, Zuba",8592512
"Schaffhausen, Bruderhöfli",8592518
"Unterrechstein, Heilbad",8574081
"Castel S.Pietro, Al Roccolo",8575581
"St-Imier, Champs de la Pelle",8510333
"Domat/Ems, Crusch",8510603
Hornussen,8500306
Bei den Weihern,8500275
Brugg AG,8500309
"Schaffhausen, Grubenstieg",8592546
"Clarens, Oche-Thorens",8579199
"Lens, bif.",8579484
"Olivone, Posta",8505262
"Bonaduz, Zault/Rheinschlucht",8510005
Oberiberg (Talstation),8530404
"Sorens, Malessert laiterie",8577777
"Villars-sur-Glâne,Villars-Vert",8577786
"Crans VD, Les Landes",8593871
"Farvagny-le-Grand, Rte Ecoles",8504046
Stans (Stanserhornbahn),8508360
Col-de-Bretaye (télésiège),8530044
"Verbier, Les Esserts",8557017
"Etoy, Bas du Rossé",8577558
"Adetswil, Frowiesstrasse",8575988
Trübsee (Talst. Kabinenb.),8500646
"Niederwil SO, Feuerwehrmagazin",8500684
"Develier, poste",8500668
"Tartegnin, village",8500731
"Lenk, Gemeindehaus",8589121
Le Bas-du-Cerneux,8571812
"Boveresse, Prise-Sèche",8571859
"Speicher, Stoss",8594234
Zürich HB Löwenstrasse,8516144
Suvigliana (Monte Brè),8530928
Beckenried (See),8508467
Le Lieu,8501153
"Schaan, Rheindenkmal",8574385
"Schaffhausen, Kronenhalde",8592561
"Schaffhausen, Fulachbrücke",8592536
"Schaffhausen, Steingut",8592581
"Li Curt, Annunziata",8580187
"St. Moritz, Segantini Museum",8580216
"Coldrerio, Paese",8580484
"Haag (Rheintal), Dorf",8580498
"Delémont, Vieille Ville",8580223
"Solothurn, Bergstrasse",8578104
"Bendern, Widagass",8580200
"Eschen, Haldengasse",8580490
"Vaduz, Schulzentrum",8580202
"Camuns, Sutscheins",8580190
"Flawil, Herrensberg",8580553
"Flawil, Rütistrasse",8580554
"Schaffhausen, Rebhangstr.",8592571
"Schaffhausen, St. Peter",8592580
Blauherd,8530217
Le Trétien,8501564
"Hinterkappelen, Schlossmatt",8580404
"Wohlen AG, Altersheim Bifang",8580369
Ladstafel,8580392
"Wohlen AG, Litzibuech",8580377
"Oberwald VS, Dorf",8580384
"Homberg bei Thun, Gappen",8580397
"Corbeyrier, Café de Luan",8580398
Pra-Perron (2ème sect.),8531214
Kandersteg (Talst. Sunnbüel),8507262
"Lugano, Piazza Loreto",8594224
"Schmitten FR, Bahnhof",8577862
"Sangernboden, Hengstsense",8577883
"Reutigen, Hintere Gasse",8507245
"Château-d'Oex, Granges d'Oex",8507221
"Orgnana, Paese",8507240
Seengen (See),8530627
"Morgins, Rière",8500704
"Solothurn, Amthausplatz",8500494
"Rossemaison, école/poste",8500669
"Le Cachot, Petit-Cachot",8571819
Belalp Chiematte (Schönbiel),8500715
"Wängi, Dorfschulhaus",8503448
"La Corbatière, parking",8510639
"Zürich, Stauffacher",8591381
Vuiteboeuf,8504294
"Gorduno, Burgaio",8575187
"Tüscherz, Bahnhof",8511102
La Tour-de-Peilz,8501201
"Sargans, Kantonsschule",8580770
"Buix, village",8580738
"Zetzwil, Mitte",8507531
"Niederwangen, Schule Ried",8507528
"Cugy VD, Grillon",8507540
Metschstand (Metschmaad),8500717
"Granges VS, La Millière",8579416
"Malans GR, Bahnhof",8579820
"Courroux, Sous-Rosé",8579753
"Palézieux-Village, collège",8579737
"Flims Dorf, Auas sparsas",8579809
"Schiers, Salginatobelbrücke",8579816
"Tuggen, Kesmalon",8579769
"Rovio, Basso",8575911
"Contone, Posta",8580787
"Sils/Segl Baselgia, San Lurench",8580786
"Waltensburg/Vuorz, Crap Martin",8580769
"Schaffhausen, Schönenberg",8592576
"Schaffhausen, Zündelgut",8592590
"Schaffhausen, Vögelingässchen",8592585
"Schaffhausen, Riet",8592572
"Schaffhausen, J.J.Wepferstr.",8592556
"Schaffhausen, Hohenstoffel",8592552
"Schaffhausen, Rosentalgässchen",8592573
"Davos Platz, Postplatz",8592605
"Schaffhausen, Säntisstrasse",8592574
"Schaffhausen, Kegelgässchen",8592558
"Neuchâtel, Monruz",8593611
"Biel-Benken BL, Bruggmatt",8578208
"Morcote, Preda dei Buchi",8580748
"Cadenazzo, Stazione",8580788
"Menziken, Bahnhof",8580824
"Schiers, Quadara/Feld",8580848
"Flums, Platten",8574778
"Nennigkofen, Rössli",8500231
Vouvry,8501424
"Villarepos, centre",8504646
Brè Villaggio,8505378
"Neuhausen, Rheinhof",8503480
Farvagny-le-Petit,8504099
"Grindelwald, Unterer Lauchbühl",8507564
Trockener Steg (3-S Kl. Matt.),8500728
"Münchenstein, Birseckstrasse",8578186
"Reinach BL, Chäppeli",8578215
"Villaz-St-Pierre, Le Biolex",8577703
"Bevaix, Giratoire 3 Communes",8579657
"Kloten, Egetswil",8579968
"Perreux, Pontareuse",8579666
"Langnau bei Reiden, Feld",8579699
Engelberg (Talst. Kabinenb.),8500482
"Stilli, Villigerstrasse",8500566
Hürlistein West,8518270
"Root D4, Oberfeld",8577177
"Schwanden GL, Alpsteg",8507548
"Zeneggen, Klettergarten",8571046
"Felben, Unterdorf",8573285
"Lostallo, Posta",8580805
"Sion, Planta",8580814
"Staffeln AG, Schulhaus",8580840
"Ganterschwil, Grund",8580611
"Bourrignon, haut du village",8580764
Münchwilen TG,8506178
"Sennhof-Kyburg, Bahnhof",8508011
Winteregg,8507560
"Cortaillod, Les Jordils",8579658
"Entlebuch, Schwand",8579703
Lausanne,8501120
Rothenburg Station,8502020
"Engelberg, Heimat",8502923
"Bülach, Obere Frohalde",8580628
"Torgon, Les Foyards",8580655
"Gamsen, Explosifs",8580426
"Riedbach, Bahnhof",8580427
"Bogno, Magnan",8580676
"Goldach, TZM/Kellen",8580685
"Melide, Stazione",8580696
"Goldach, Appenzeller Strasse",8580692
"Muralto, Palazzo dei Congressi",8580995
"Wohlen AG, Reithalle",8580727
"Gamprin, Abzw. Badäl-Schlatt",8581006
"Chiasso, Rampa",8580021
"Balerna, Croce Bianca",8580071
Russin,8501002
"Davos Platz, Schatzalpbahn",8592604
"Davos Platz, Tanzbühl",8592606
"Davos Dorf, Bedra",8592615
"Ibach, Rest. Rose",8592402
"Trin, Quadris",8581027
"Bargen BE, Bahnhof",8581021
"Les Sagnettes, ch. Chenailleta",8571865
"Les Planchettes, Sur-le-Ring",8571893
Trümmelbachfälle,8507774
"Davos Dorf, Parsennbahn",8592598
Les Sairains,8500866
Enson-la-Fin,8500868
"Tramelan, place du Marché",8500889
"Glovelier, la Roche",8500864
"Mont-Crosin, restaurants",8500893
"Zürich, Hardbrücke (Sptr)",8500923
"Haldenstein, Hanfländer",8571107
Schinznach Dorf,8500308
"Biel/Bienne, Eichhölzli/Petit-Chêne",8593325
"Steinach, Obersteinach Käserei",8580868
"Auenstein, Obermatt",8580896
"Hottwil, Wendeplatz",8500784
"Oltingen, Postplatz",8500780
"Möhlin, Volg-Riburg",8500789
"Anières, douane",8592624
"Davos Dorf, Dischmastrasse",8592599
"Davos Dorf, Flüelakreuzung",8592597
"Fribourg, Porte-de-Berne",8592388
"Davos Laret, Unter Laret",8592592
"Anières, Courbes",8592623
"Chavannes-près-Renens, Crochy",8501217
"Füllinsdorf, Schönthal",8578317
"Neuhausen, Zentrum",8578376
"Buus, Dorf",8500961
"Mollens VD, Forchy",8570115
"Ennetbürgen, Strandbad",8572942
"Roggwil-Wynau, Bahnhof",8511154
"Les Giettes, place des Giettes",8500745
"Les Cerniers, restaurant",8500739
"Wölflinswil, Dorfplatz",8500794
Klein Matterhorn (3-S),8500818
Döttingen,8503501
Niederglatt ZH,8503313
"Oberhofen a. T., Wichterheer",8587598
"Räfis, Bäckereistrasse",8591462
"Bern, Schanzenstrasse",8581351
"Oberwil-Lieli, Bündtenmättli",8581346
"Blatten b. Naters, Soll",8581335
"Blatten b. Naters,Abzw.Stalden",8581342
"Bioggio, Bivio per Zotta",8505885
"Davos Dorf, Pischabahn",8592616
"Anières, Sous-Chevrens",8592622
"Gersau, Rübi",8507433
"Démoret, La Rapas",8507434
"Sézegnin, Mairie d'Avusy",8507432
"Gersau, Mittel Gschwend",8507435
"Tschlin, Davo San Jon",8507448
"Puplinge, Brolliets",8507418
"Triengen, Gisler",8507415
Lausanne-Triage F,8501150
Hörnligrat (Urdenfürggli),8500847
Riedlig (Talstation Biel),8500845
"St-Imier, Bethania",8503531
"Castaneda, Alla Leura",8580087
Räterschen,8506015
"Mattwil, Ochsen",8573422
Grindelwald (Firstbahn),8507350
"Jussy, Petit-Lullier",8507424
"Ibach, Studenmatt",8592404
"Bremgarten AG, Meyerhof",8581308
"Blatten b. Naters, Massa",8581338
"Boussens, village",8581344
"Zizers, Rathaus",8581349
"Saanen, Gemeindeverwaltung",8581359
"Weisstannen, Vorsiez",8581931
Hermance (lac),8501239
"Weggis, Bannholz",8592423
"Schwyz, Obermatt",8592416
"Fribourg, Planche-Inférieure",8592387
"Schwyz, Rest. Mythen",8592417
"Ibach, Plätzli",8592400
Grumo (Blenio),8578831
"Bern, Hirschengraben",8579896
"Heiligkreuz (Mels), Untergasse",8579880
"Bellinzona, Stazione",8579936
Monthey-En Place,8501229
Corsier GE (lac),8501235
"Delémont, La Promenade",8581218
"Appenzell, Hallenbad",8581182
"Valendas, Carrera",8581171
"Frauenfeld, Fliederstrasse",8579932
"Altnau, Längiacker",8573428
Archy (bif),8501147
"Feldis/Veulden, Schulhaus",8581228
Clarens,8501203
"Flerden, Dorf",8574687
Lauchernalp,8507460
Bundtels,8570551
Winterthur Wülflingen,8506043
"Giubiasco, Seghezzone",8581244
"Oberdorf NW, Schulhausstrasse",8581584
"Stilli, Aarebrücke",8581570
"Elgg, Bahnhof",8581613
"Valendas, Carstulien",8581599
Petit-Martel,8504387
"Schwarzenbach(Huttwil),Bühlweg",8508655
"Boécourt, Les Esserts",8510479
"Les Diablerets, Le Rachy",8501706
Fey,8501176
Le Sentier-L'Orient,8501157
Le Brassus,8501159
Orbe,8501191
"Lausanne, Gare (Fpl)",8501180
"Aeugstertal, Kloster",8503697
Altendorf Seestatt,8503683
"Presinge, L'Avenir",8507420
"Schwarzenegg, Dorf",8507405
"Sisikon, Hauptstrasse",8507438
"Unterlangenegg, Kreuzweg",8507403
Les Plantaz,8501059
Chambésy,8501020
Rolle,8501033
"Mauensee, Breiten",8577319
"Les Diablerets, La Vuargnaz",8511193
Lausanne-Triage,8501049
"Tagelswangen, Gerenhalde",8588279
"Les Bayards, Bellevue",8571872
"Siebnen, Neudörfli",8573835
"Rhäzüns, Mineralquelle",8581768
Moreillon,8504007
Eglisau,8503402
"Euthal, Höhport",8503741
"Thalwil, Ebnet",8503791
"Cheseaux-Noréaz, gymnase d'Yverdon",8504458
"Brunnadern, Auboden",8506695
"Domat/Ems, Ardisla",8510601
Cossonay-Penthalaz,8501115
"Brienzwiler, Eichhof",8507219
"Einsiedeln, Rütiweg",8557002
"Villars-le-Comte, poste",8570364
"Unterbach BE, Garage Egger",8581472
"Hindelbank, Brunnenhof",8581762
"Uetendorf, Walalpweg",8581793
"Corsier-sur-Vevey, Nant",8504954
"Müllheim, Felsenau",8582160
"Uster, Weidli",8588059
"Bouveret, école des Missions",8581767
"Mettmenstetten, Rossauerstr.",8580300
Monthey,8501421
Chamby,8501376
Leysin (station aval),8501467
Villars-sur-Ollon Golf,8501446
Nyon (lac),8501227
"Rorschach Stadt, Bahnhof",8581481
Aigle-Dépôt,8501484
Fürgangen-Bellwald Talstation,8501671
St. Niklaus VS,8501685
Leukerbad (Torrentbahn),8501644
Gornergrat,8501694
"Grächen, Schmidji",8501722
Changins,8501733
La Clef,8519217
"Chexbres, poste",8501757
"Verbier, fromagerie",8501789
"Le Bry, village",8504905
"Vendlincourt, gare",8510620
"Suberg-Grossaffoltern, Bahnhof",8588320
"Weggis, Obstbaumstrasse",8592429
"Biel/Bienne, Römergüetli",8592476
"Schwyz, Kollegi",8592413
"Schwyz, Dorfbach",8592408
"Biel/Bienne, Battenberg",8592458
"Athenaz, Passeiry",8592638
"Aigle, Levant",8504421
Pardiel,8530505
"Bôle, Pierre-à-Sisier",8571793
"Menznau, Höhe",8572820
Rank (Spw),8515731
Belmont-sur-Montreux,8501390
"Mühlethurnen, Pontel",8507739
"Untersiggenthal, Mühleweg",8503776
"Les Plans-sur-Bex, village",8501778
"Le Vaud, place du Battoir",8501856
"Gimel, Le Prunier",8501872
Liddes,8501886
Gränichen Oberdorf,8502184
Mettmenstetten,8502225
Goldau Mühlefluh (Verzw),8502240
Brittnau-Wikon West (Agl),8502018
"Weggis, Bodenberg",8592424
"Avully, Eaumorte hameau",8592634
"Trient, Betty",8501787
Spiez Niesenbrücke (Abzw),8516447
"Bitsch, Chavez",8582445
"Martigny, Farquet",8583602
"Biel/Bienne, Höheweg/La Haute-Route",8593341
"Courchavon, route de la Gare",8582087
"Treytorrens (Payerne), église",8582049
"Weggis, Paradiesweg",8592430
"Weggis, Magnolienweg",8592428
"Neuhausen, Bahnhofstr.",8592499
"Schwyz, Hinterdorf",8592412
"Kriens, Guetrüti",8589713
"Arnegg, Geretschwilerstrasse",8582019
St-Saphorin,8501127
"Porrentruy, Patinoire",8582128
"Rafz, Bleiki",8582103
"Porrentruy, Minoux",8582124
"Bussigny, Grand-Record",8581918
Dottikon Umspannanlage,8502239
Cham (See),8502250
Zug Bahnhofsteg (See),8502251
Birr,8502247
"Ehrendingen, Post",8503585
Hüttenberg,8503645
"Böttstein, Birch",8503590
"Neuhausen, Rhenania",8592510
"Brügg BE, Mehrzweckhalle",8592480
"Biel/Bienne, Diamantstrasse/Rue des Diamants",8592471
"Neuhausen, Rheinstrasse",8592509
"Läufelfingen, Bahnhof",8592449
"Schaffhausen, Neutal",8592496
"Hüttwilen, Oberdorf",8581946
"Grindelwald, Bodmi",8582476
"Ernen, Z'Brigg",8579363
"Winterthur, Stadthaus",8580521
"Winterthur, Blumenau",8573673
La Combaz VD (Romairon),8507662
"Gerzensee, Thalgut",8507713
"Kaisten, Ritanne",8580562
"Courtemaîche, viaduc",8582143
"Vrin, Cons",8581960
"Biel/Bienne, Mühle/Moulin",8592468
"Rüschegg Süfternen, Grön",8507730
"Vorderfultigen, Käserei",8507744
"Nidau, Burgerallee",8507703
St-Gingolph (Suisse),8501428
Felsenegg,8503081
"Meggen, Stampfiweg",8510501
"Solothurn, Hunnenweg",8502472
Burgdorf West (Abzw),8515377
Rodersdorf Grenze,8519762
Lyss West (Agl),8515344
"Gossau SG, Gerbhof",8573953
Sedrun Salins (pendiculara),8505325
"Martigny-Combe, Chalet Forêt",8582551
"Les Brenets, gare",8582532
Rudolfstetten,8502277
"Delémont, Croisée des Loisirs",8502488
"Léchelles, village",8504036
"Wattwil, Hinterer Hummelwald",8503975
"Sion, Place du Midi",8579508
"Ruggell, Zollamt",8582567
"Guggisberg, Kirchhalten",8582569
"Les Brenets, Parc des Pargots",8582538
"Sursee, Chommlibach",8582565
"Meinisberg, Rosenweg",8582574
"Martigny, La Bâtiaz",8582638
"Einsiedeln, Rietstrasse",8582637
"Bercher, Vers l'Eglise",8580578
"Onnens FR, Pierra Fatta",8504004
"Diemtigen, Dorf",8507718
"Kiental, Dorf",8507760
"Stechelberg, Post",8507769
Bern Felsenau,8508051
"Beatenberg, bei den Kirchen",8507750
"Rothrist, Flecken",8502382
"Murgenthal, Moosmatt",8502392
"Fideris, Heuberg Arflina",8502742
"Wohlen AG, Riedmatt",8580360
"Samedan, Post",8580585
"Ganterschwil, Oetschwilerstr.",8580582
"Muri AG, Spital",8502562
"Widen, Dorf",8502575
"Bern, Burgernziel (Vzw)",8505337
Leysin (Tête d'Aï aval),8531373
"Höfen b. Thun, Dorf",8507892
Leysin-Grand-Hôtel,8501483
"Corminboeuf, Jo-Siffert",8508035
"Flüh, Mühle",8502618
"Lüchingen, Wannelocher",8582404
"Schupfart, Unterdorf",8582500
"Bad Ragaz, Zentrum",8582469
"Häfelfingen, Bad Ramsach",8502648
"Engelberg, Kloster",8502915
Tannay,8501015
Neuchâtel Evole,8530708
"Verbier, Planalui",8557009
